@relation output_tweet_train

@attribute topicazo {twitter,google,apple,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
twitter,neutral,'Thanks 2 my new Twitter connections ecogreenvalet1 brunodgama inez260 moniqueprothero leviti09 ChristyJBPL TonyMicheal Chk Em Out'
microsoft,irrelevant,'http t co JVidt6U4 Free Software Foundation FSF startet eine Kampagne gegen die Funktion Windows8 SecureBoot UEFI Microsoft'
apple,negative,'OMG apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS'
microsoft,neutral,'RT Maven Infosoft Patent Wars Google vs Samsung vs Apple vs Motorola vs Microsoft vs Oracle http t co PjxURwrp'
microsoft,neutral,'The Scribble SharePoint Blog SharePoint 2013 Workflows Maybe Microsoft can buy Nintex Microsoft SharePoint SP210 Workflow Nintex'
microsoft,negative,'I sware to go windows and microsoft will be the death of me I don t know why I keep giving windows cont http t co 3rkOchzr'
twitter,neutral,'THEmattbruening Took your Twitter virginity bitch'
microsoft,neutral,'Steve Bullmer says it s hard for him to get excited about android phones even though Microsoft makes loads of money off of their sales'
apple,positive,'lt 3 ios5 apple'
google,neutral,'RT Stephaniezogrh Samsung Google Unveil Latest Android OS Phone PCWorld http t co 0dkQs3h3 Android Samsung Apple Google tech'
microsoft,neutral,'Jet Car Stunts Xbox Live game for Windows Phone released http t co O3hYxBxh wp7 xbox microsoft'
apple,irrelevant,'Love how rogersbiz tell u they re not allowed to sell the 4s for more than Apple but yet want 100 more for the 64G'
microsoft,neutral,'Join us Wednesday Nov 2 for a webinar featuring Microsoft Lync deployments with snom UC Register today at http t co B1pr1kIX VAR'
apple,irrelevant,'Casi 30 a os usando PC de ellos casi 4 Mac y tengo q decir que el Macbook Air 11 de apple es de largo lo mejor No imagino como mejorarlo'
google,neutral,'tando m nonimsi sorry to butt in but there is one I can t remember what it s called though Google'
apple,neutral,'I promise this iPhone been at 1 battery for the last 3 hours I see you apple'
google,neutral,'What could a bookcase look like in 10 years maybe this http t co i6YWQ7oR google books'
twitter,neutral,'karth vader when did you change your nick again I no longer see any of your tweets on my timeline Anything wrong with twitter'
apple,negative,'Siri went down for a little while last night Come on apple Get your shit together on this launch'
apple,positive,'Well at least the apple store has amazing call waiting music need4s'
twitter,neutral,'thiagozito Twitter MsN Orkut Facebook o Principal Musicaa Haah'
apple,negative,'See Apple that what s happen when you release iPhone 4S with same crappy design as the old phone'
microsoft,positive,'Not a Microsoft fan but this is cool Video Turn any surface into a touchscreen http t co yy1hNrbQ'
microsoft,neutral,'RT rinconindia OpenText Alchemy Client programs are now compatible with Microsoft Office 2007'
twitter,neutral,'I want to be a Twitter Cypher'
apple,negative,'robert terpstra no worries bud ps they re saying that the 4s is having a lot of network issues right now I m apple for mac problems'
twitter,neutral,'OkUPrettyBut you never talk shit on Twitter HannahMcCall1'
microsoft,neutral,'Microsoft CEO Steve Ballmer Looks Ahead at Social Mobile Plans Adweek http t co jEENZQDw tech apple microsoft'
google,irrelevant,'Andy Rubin de Google devel oficialmente el Samsung GalaxyNexus 1er smartphone con Android4 0 Ice Cream Sandwich http t co dKGCvjsG'
google,irrelevant,'EgyDroid Android Beam NFS very strong feature amazing Google Nexus'
apple,neutral,'IHS iPhone 4S shows key design and component changes http t co 6tfiGiDV apple apple iphome4S ios5'
twitter,irrelevant,'YasserDVM jaja ya vez una qe es ineligene y estudia en Twitter jajaj ntc'
google,neutral,'Galaxy Nexus Vs iPhone 4S Which smartphone wins http t co bF6QUCwt via productreviews galaxynexus iphone4s google apple ics'
microsoft,irrelevant,'OmniTouch me ha encantado mobile tactil microsoft'
twitter,irrelevant,'JorgeHillcoat Hola Jorge todo bien Me alegro que le estes metiendo onda a Twitter Ma ana te cuento Me jodi el tobillo Abrazo'
apple,neutral,'Yeah there s no apple twitter account'
microsoft,neutral,'RT Microsoft EDU Quality education is vital Attend Microsoft Desire2Learn session at EDUCAUSE http t co hlRxf2dF EDU11'
microsoft,neutral,'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes You re Lucky http t co 7TEtDPP9'
apple,neutral,'apple should make Siri avalible for all devices not exclusive to the iPhone 4S'
google,neutral,'My next phone samsung galaxy nexus Ice cream sandwich 4 0 android google http t co mjYSLzie'
twitter,neutral,'How to Keep Up With Over 100 000 Twitter Followers http t co XD5GST4L for those of you with this many tweeps rock on i m not there YET'
apple,neutral,'DickCostolo says daily twitter signups have TRIPLED since the new apple iphone4S came out'
google,neutral,'Many new features for Android NexusPrime Google'
apple,negative,'After a week or so with Apple s iOS5 I m considering going back to jailbroken 4 2 same features as 5 plus more Not as stable though'
google,irrelevant,'Google New Effortless to Use Texas Holdem Strategy Kit Has the Tools You Require To Turn into a 100 http t co KkswpBtW wikileaks'
google,neutral,'RT thedroidguy Google announces dates for 2012 IO http t co 90xoKyQN'
microsoft,neutral,'Ballmer On Not Buying Yahoo Sometimes You re Lucky via techcrunch http t co MrjkOXnO Microsoft'
microsoft,neutral,'MSPartners can join Small Business Specialist Community SBCS http t co IlQPKEz0 Microsoft MPN'
microsoft,negative,'Nokia employees still worried that Elop is a Microsoft mole http t co n4Cpu3vj microsoft windows'
microsoft,irrelevant,'Microsoft lanza sitio oficial de Skype http t co 07OjctNj'
twitter,neutral,'twitter be making my ass stay up later than planed'
google,neutral,'RT DarkoIvancevic How Google Ventures Chooses Which Startups Get Its 200 Million http t co 9WDpnVDR'
microsoft,irrelevant,'En el Curso BMT en microsoft mexico Para trabajar el modelo de negocios de Axentit en la Nube'
google,positive,'Well the event is now over time to change my pants Google Android Samsung Jizz'
twitter,neutral,'twitter off good night for everybody'
microsoft,neutral,'Any surface touch http t co ymNtCIKG Microsoft Technology'
twitter,irrelevant,'BOANOITE TWITTER SAINDO CHUPAFLAMENGO'
apple,neutral,'Upgrading my iPad to iOS5 When Apple said it could take a couple of hours to install and restore it they weren t kidding'
apple,neutral,'As tribute to Steve apple i d consider renaming Siri to Steve he ll get your Jobs done Forever remembered for his legacy'
microsoft,neutral,'Microsoft Cloud Steve Ballmer At Web 2 0 Microsoft CEO Disses Android iPhone According to GeekWire Ba http t co 5L3vWLZJ TCN'
twitter,irrelevant,'Mee ustan sus besiitos x twitter aw es una princesiita'
microsoft,neutral,'Microsoft Dynamics GP soon to offer 64 bit Hyper V images only http t co 82CFFcHZ'
google,irrelevant,'Usagi Yojimbo RPG Core Rules pdf ebook http t co UVYJxGsV google'
google,neutral,'The new google phone Yoooo http t co sr4sCat7'
microsoft,negative,'Reader Tronman compares SteveBallmer to an albatross around Microsoft s neck Do you agree Join the discussion http t co DFFkvnSJ'
apple,irrelevant,'O poder de pensardiferente a m gica de SteveJobs foi transformar egomania e obsess o em trunfos http t co qkUoeEzv apple ipad ipod'
twitter,irrelevant,'el twitter se vuelve Bisiiioo'
apple,negative,'apple AirDrop fail Immediate declined your request every time'
twitter,irrelevant,'RT edwin ubaque Hola marthaubaque bienvenia a twitter'
microsoft,positive,'Jus updated my computer to Windows 7 I m on thanks to microsoft'
twitter,irrelevant,'Graacias D RT RaHorajty051230 JeMaZuCe buena pic de perfil de twitter'
twitter,neutral,'on oovoo with LoveIsThe Ki dumb ass excuseme twitter'
apple,neutral,'notleifgarrett apple wished their on hold music played Pictures of You'
twitter,irrelevant,'jorgetb7 jajajajajaja mejor dilo x la radio pues jaja si lo publicas en twitter me coso el ojo noma Jajaja'
twitter,neutral,'Retail friends follow MicrosoftHelps on Twitter A GREAT resource and the official account for Microsoft CustomerService Support'
google,neutral,'For all the bookworms out there http t co Mx2bMy3o Google s Infinite Bookcase An Abstract Browser For Limitless Libraries technews'
twitter,neutral,'My Cute Friend MelodyBtcc Finally Got A Twitter'
microsoft,neutral,'Watch new technology under development of Microsoft http t co fQlhyAat'
apple,negative,'apple took my Siri and made it exclusive to iPhone 4S SoRude'
microsoft,neutral,'Google sets alternative to Microsoft http t co EqAzzbcz'
twitter,irrelevant,'me encanta la pareja de lari riquelme en el bailando2011 pasame su twitter'
microsoft,negative,'RT Saptha When u dine with a customer u shoukd never explain abt solutions unless he ask M never lean the concept microsoft fail'
apple,irrelevant,'Un abrazo a tod s desde el Apple Store en NewYork Es un honor sumarse a la gente que honra la memora y el genio de SteveJobs'
twitter,irrelevant,'nachogoano tiene 146692 seguidores a la masividad de twitter es sorprendente'
google,positive,'Android 4 0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar http t co mSWX6Eo6 android google nexus BigMAMA'
google,neutral,'is google the next innovators'
twitter,irrelevant,'twitter detik Ketua Dewan Adat Papua Jadi Tersangka Kasus Makar http t co Jzqi1JUI'
microsoft,irrelevant,'Job ICT Windows Client Engineering im IT Forschungsumfeld GSI Consultants Z rich http t co 0OQ1qvEn Microsoft IT'
apple,positive,'RT herahussain RickySinghPT got a new backside for my eye phone V impressed with apple'
microsoft,neutral,'RT sharepoinTony hersheytech kofax collabware avepoint nintex engaged w gt 40 customers SharePoint ECM Summit at the Microsoft'
twitter,irrelevant,'si es ese dia voi a kumplir 2 a os kon el twitter D'
apple,neutral,'RT hofmania I just paid someone to wait in line at the apple store this morning for me on zaarly putapriceonconvenience iphone htt'
google,neutral,'RT mashable Google Launches Android Ice Cream Sandwich OS http t co zxfeb0ld'
apple,negative,'I made a reservation and yet I still have to wait in line Humpt Oh apple Apple Store w 2 others http t co JZmVBdNm'
apple,positive,'Laundering Ari s iPhone not my finest moment But after drying in bag of organic rice for 4 days it booted up apple'
microsoft,irrelevant,'No pierdan la oportunidad de registrarse al evento gratuito de Lanzamiento de Microsoft Dynamics AX2012 reg strese http t co G2SNZEvE'
google,neutral,'Android Google Samsung Galaxy Nexus official hands on Video http t co 6GX3R9MT DhilipSiva'
microsoft,neutral,'Cyruss1989 wpcentral I think they re referring to the obvious partnership between Microsoft and Nokia aka Bing and Navteq'
microsoft,neutral,'RT mattimooz I m at microsoft and been served cake for lunch ok not just cake but its definitely involved You live a good life bennuk'
google,irrelevant,'Hoy Foursquare y Google me patearon las pelotas'
apple,negative,'anyone else stuck in duped calendar mail battery sucking apple hell iCloud and OSX Lion are a disappointment'
apple,negative,'apple why isn t my iTunes updating I just wanna update my iPhone to IOS5 Then iTunes says that it needs to update to do it Then fails'
twitter,neutral,'Boa noite Twitter'
apple,negative,'apple If you want to know what customers think dont send updates with the noreply return address Who invented that anyway useless'
google,irrelevant,'Que es Android Beam Una nueva forma que presenta Google para compartir contenido solo juntar los tel fonos y pasar la informaci n'
microsoft,neutral,'Cerulean is the most advanced ERP cloud for hosted dynamics microsoft dynamics http t co 4J53yJwd'
google,irrelevant,'Bien repens l app photo nexusprime google android avec l aper u direct'
google,neutral,'Android Google Download Android 4 0 Ice Cream Sandwich SDK System Dump http t co VyyAsBM6 DhilipSiva'
apple,negative,'APPLE Wow MOTOROLA Just crushed your dreams'
microsoft,positive,'Microsoft details Search improvements in Windows 8 Start Screen http t co Agv49znJ'
google,irrelevant,'Caracter sticas Samsung Galaxy Prime con Android ICS 4 0 ANDROIDVZLA http t co LmbrSC4Y android androidvzla google ICS'
google,irrelevant,'Hinweis Linkbuilding Kurs kostenlos http t co pwldYXVE google'
apple,neutral,'Too many iPhones apple dcoult FirstWorldProblems http t co Ck4yfFSY'
apple,neutral,'sprint is slow slow slow beware when signing with SlowSprint apple iphone iphone4 iphone4s Siri android TheBufferingNetwork'
twitter,negative,'RT mixedchik22 Twitter Side Affects include Procrastination No Sleep Unable to Focus on ANYTHING Subtweeting RT TT and Low'
apple,negative,'if apple does not resolve the Siri network issues they will need to rename a great product to Sorri Who else is having issues'
twitter,neutral,'RT The Kase Do real thugs have twitter confusedbymytimeline Hell no'
microsoft,neutral,'Steve Ballmer slams Android microsoft steveballmer http t co fD1m8vN1'
microsoft,neutral,'Microsoft s Steve Ballmer attacks Android phones http t co cuoW78du'
apple,positive,'Thanks to Apple Covent Garden GeniusBar for replacing my MacBook keyboard cracked wristpad during my lunch break today out of warranty'
apple,positive,'i used to be with blackberry over 4 5yrs after all the disruptions and lost gigs thx to their service im moving to apple iphone'
apple,negative,'Apple Siri is down'
twitter,irrelevant,'Giovanettinico Ojo que JorgeHillcoat le esta metiendo con Twitter Lo veo entusiasmado Faltaria JokinImanol nada mas'
microsoft,neutral,'Developers Let Microsoft Market Your App for Windows Phone http t co QZUqhCxx wp7 wp7dev windowsphone Microsoft Marketplace'
